sex,age,survived,pclass,sibsp,parch,fare,Cabin.Level
female,10.0,0.0,3.0,0.0,2.0,24.15,
male,36.0,0.0,3.0,1.0,1.0,24.15,
female,30.0,0.0,3.0,1.0,1.0,24.15,
male,33.0,0.0,3.0,0.0,0.0,9.5,
male,28.0,0.0,3.0,0.0,0.0,9.5,
male,28.0,0.0,3.0,0.0,0.0,9.5,
male,47.0,0.0,3.0,0.0,0.0,9.0,
female,18.0,0.0,3.0,2.0,0.0,18.0,
male,31.0,0.0,3.0,3.0,0.0,18.0,
male,16.0,0.0,3.0,2.0,0.0,18.0,
female,31.0,0.0,3.0,1.0,0.0,18.0,
male,22.0,1.0,3.0,0.0,0.0,7.225,
male,20.0,0.0,3.0,0.0,0.0,7.8542,
female,14.0,0.0,3.0,0.0,0.0,7.8542,
male,22.0,0.0,3.0,0.0,0.0,7.8958,
male,22.0,0.0,3.0,0.0,0.0,9.0,
male,32.5,0.0,3.0,0.0,0.0,9.5,
female,38.0,1.0,3.0,0.0,0.0,7.2292,
male,51.0,0.0,3.0,0.0,0.0,7.75,
male,18.0,0.0,3.0,1.0,0.0,6.4958,
male,21.0,0.0,3.0,1.0,0.0,6.4958,
female,47.0,1.0,3.0,1.0,0.0,7.0,
male,28.5,0.0,3.0,0.0,0.0,16.1,
male,21.0,0.0,3.0,0.0,0.0,7.25,
male,27.0,0.0,3.0,0.0,0.0,8.6625,
male,36.0,0.0,3.0,0.0,0.0,9.5,
male,27.0,0.0,3.0,1.0,0.0,14.4542,
female,15.0,1.0,3.0,1.0,0.0,14.4542,
male,45.5,0.0,3.0,0.0,0.0,7.225,
female,14.5,0.0,3.0,1.0,0.0,14.4542,
male,26.5,0.0,3.0,0.0,0.0,7.225,
male,27.0,0.0,3.0,0.0,0.0,7.225,
male,29.0,0.0,3.0,0.0,0.0,7.875,
